new_dwc:kingdom,new_dwc:phylum,new_dwc:class,new_dwc:order,new_dwc:family,count
,,,,,737336
animalia,,,,,50691
animalia,,,,agyrekocyathidae,2
animalia,,,,ajacicyathidae,41
animalia,,,,alphacyathidae,1
animalia,,,,altaicyathidae,1
animalia,,,,anaptyctocyathidae,4
animalia,,,,anthomorphidae,8
animalia,,,,archaeocyathidae,34
animalia,,,,archaeopharetridae,21
animalia,,,,arganodontidae,1
animalia,,,,asterocyathidae,22
animalia,,,,attidae,1
animalia,,,,belantseidae,1
animalia,,,,binoculidae,2
animalia,,,,bronchocyathidae,18
animalia,,,,calyptocoscinidae,1
animalia,,,,carinacyathidae,4
animalia,,,,chancelloriidae,6
animalia,,,,claruscoscinidae,2
animalia,,,,clathricoscinidae,1
animalia,,,,coccolithidae,40
animalia,,,,coleolidae,5
animalia,,,,copleicyathidae,5
animalia,,,,corticariidae originally as,3
animalia,,,,coscinocyathidae,27
animalia,,,,coscinoptyctidae,1
animalia,,,,densocyathidae,5
animalia,,,,dickinsoniidae,5
animalia,,,,dictyocyathidae,24
animalia,,,,discocephalidae,1
animalia,,,,discosauridae,1
animalia,,,,dokidocyathidae,5
animalia,,,,dolichopidae,1
animalia,,,,dunkleosteidae,1
animalia,,,,eremitacyathidae,1
animalia,,,,ethmocoscinidae,1
animalia,,,,ethmocyathidae,29
animalia,,,,ethmophyllidae,10
animalia,,,,euleptaspididae,1
animalia,,,,flindersicyathidae,5
animalia,,,,fransuasaecyathidae,1
animalia,,,,gatagacyathidae,1
animalia,,,,gregoriidae,3
animalia,,,,gymnorhinidae,10
animalia,,,,hupecyathidae,1
animalia,,,,hyolithellidae,2
animalia,,,,japhanicyathidae,1
animalia,,,,jebileticoscinidae,4
animalia,,,,kaltatocyathidae,2
animalia,,,,korovinellidae,1
animalia,,,,ledridae,1
animalia,,,,liotheidae,1
animalia,,,,loculicyathidae,18
animalia,,,,macropsidae,1
animalia,,,,metacyathidae,20
animalia,,,,mobergellidae,1
animalia,,,,monocyathidae,9
animalia,,,,ophiopsiidae,13
animalia,,,,peregrinicyathidae,1
animalia,,,,phragmodontidae,3
animalia,,,,pleuracanthidae,1
animalia,,,,polycoscinidae,4
animalia,,,,porocoscinidae,12
animalia,,,,protopteraspididae,16
animalia,,,,pteridiniidae,4
animalia,,,,receptaculitidae,16
animalia,,,,rhabdolepidae,1
animalia,,,,robertocyathidae,1
animalia,,,,rudanulidae,2
animalia,,,,sajanocyathidae,3
animalia,,,,salairocyathidae,1
animalia,,,,salterellidae,1
animalia,,,,scolytidae,1
animalia,,,,selkirkiidae,6
animalia,,,,shansiodontidae,1
animalia,,,,shieliidae,7
animalia,,,,sigmocyathidae,1
animalia,,,,stahleckeriidae,1
animalia,,,,syringocnemididae,3
animalia,,,,torellellidae,1
animalia,,,,torosocyathidae,1
animalia,,,,trichomonadidae,2
animalia,,,,tumulifungiidae,1
animalia,,,,tumulocoscinidae,6
animalia,,,,tumulocyathidae,4
animalia,,,,urodela,1
animalia,,,,usloncyathidae,1
animalia,,,,volborthellidae,3
animalia,,,,vologdinocyathidae,2
animalia,,,,zonacoscinidae,1
animalia,acanthocephala,,,,39
animalia,acanthocephala,,,prosthorhynchidae,2
animalia,acanthocephala,,,pseudoacanthocephalidae,1
animalia,acanthocephala,archiacanthocephala,apororhynchida,apororhynchidae,1
animalia,acanthocephala,archiacanthocephala,gigantorhynchida,,1
animalia,acanthocephala,archiacanthocephala,gigantorhynchida,giganthorhynchidae,44
animalia,acanthocephala,archiacanthocephala,moniliformida,moniliformidae,21
animalia,acanthocephala,archiacanthocephala,oligacanthorhynchida,oligacanthorhynchidae,73
animalia,acanthocephala,eoacanthocephala,gyracanthocephala,quadrigyridae,20
animalia,acanthocephala,eoacanthocephala,neoechinorhynchida,dendronucleatidae,1
animalia,acanthocephala,eoacanthocephala,neoechinorhynchida,neoechinorhynchidae,110
animalia,acanthocephala,eoacanthocephala,neoechinorhynchida,tenuisentidae,3
animalia,acanthocephala,palaeacanthocephala,,,2
animalia,acanthocephala,palaeacanthocephala,echinorhynchida,arhythmacanthidae,16
animalia,acanthocephala,palaeacanthocephala,echinorhynchida,cavisomidae,10
animalia,acanthocephala,palaeacanthocephala,echinorhynchida,diplosentidae,3
animalia,acanthocephala,palaeacanthocephala,echinorhynchida,echinorhynchidae,143
animalia,acanthocephala,palaeacanthocephala,echinorhynchida,fessisentidae,7
animalia,acanthocephala,palaeacanthocephala,echinorhynchida,heteracanthocephalidae,5
animalia,acanthocephala,palaeacanthocephala,echinorhynchida,illiosentidae,28
animalia,acanthocephala,palaeacanthocephala,echinorhynchida,isthmosacanthidae,1
animalia,acanthocephala,palaeacanthocephala,echinorhynchida,pomphorhynchidae,24
animalia,acanthocephala,palaeacanthocephala,echinorhynchida,rhadinorhynchidae,70
animalia,acanthocephala,palaeacanthocephala,echinorhynchida,sauracanthorhynchidae,4
animalia,acanthocephala,palaeacanthocephala,echinorhynchida,transvenidae,2
animalia,acanthocephala,palaeacanthocephala,heteramorphida,pyrirhynchidae,1
animalia,acanthocephala,palaeacanthocephala,polymorphida,,4
animalia,acanthocephala,palaeacanthocephala,polymorphida,centrorhynchidae,53
animalia,acanthocephala,palaeacanthocephala,polymorphida,plagiorhynchidae,57
animalia,acanthocephala,palaeacanthocephala,polymorphida,polymorphidae,182
animalia,acanthocephala,polyacanthocephala,polyacanthorhynchida,polyacanthorhynchidae,2
animalia,annelida,,,,3865
animalia,annelida,,,lepidocoelidae,6
animalia,annelida,,,macrobdellidae,1
animalia,annelida,,,plumulitidae,16
animalia,annelida,,,turrilepadidae,7
animalia,annelida,clitellata,,,14
animalia,annelida,clitellata,,moniligastridae,32
animalia,annelida,clitellata,,parvidrilidae,2
animalia,annelida,clitellata,acanthobdellida,acanthobdellidae,3
animalia,annelida,clitellata,arhynchobdellida,,5
animalia,annelida,clitellata,arhynchobdellida,americobdellidae,1
animalia,annelida,clitellata,arhynchobdellida,erpobdellidae,143
animalia,annelida,clitellata,arhynchobdellida,haemadipsidae,86
animalia,annelida,clitellata,arhynchobdellida,haemopidae,24
animalia,annelida,clitellata,arhynchobdellida,hirudinidae,173
animalia,annelida,clitellata,arhynchobdellida,ornithobdellidae,4
animalia,annelida,clitellata,arhynchobdellida,semiscolecidae,8
animalia,annelida,clitellata,branchiobdellida,,1
animalia,annelida,clitellata,branchiobdellida,bdellodrilidae,1
animalia,annelida,clitellata,branchiobdellida,branchiobdellidae,202
animalia,annelida,clitellata,branchiobdellida,cambarincolidae,1
animalia,annelida,clitellata,capilloventrida,capilloventridae,6
animalia,annelida,clitellata,crassiclitellata,,1
animalia,annelida,clitellata,crassiclitellata,acanthodrilidae,192
animalia,annelida,clitellata,crassiclitellata,lumbricidae,233
animalia,annelida,clitellata,enchytraeida,enchytraeidae,385
animalia,annelida,clitellata,enchytraeida,propappidae,1
animalia,annelida,clitellata,enchytraeida,randiellidae,5
animalia,annelida,clitellata,euhirudinea,,4
animalia,annelida,clitellata,euhirudinea,salifidae,2
animalia,annelida,clitellata,haplotaxida,,657
animalia,annelida,clitellata,haplotaxida,alluroididae,1
animalia,annelida,clitellata,haplotaxida,almidae,3
animalia,annelida,clitellata,haplotaxida,criodrilidae,1
animalia,annelida,clitellata,haplotaxida,dorydrilidae,2
animalia,annelida,clitellata,haplotaxida,eudrilidae,44
animalia,annelida,clitellata,haplotaxida,exxiidae,1
animalia,annelida,clitellata,haplotaxida,glossoscolecidae,50
animalia,annelida,clitellata,haplotaxida,haplotaxidae,16
animalia,annelida,clitellata,haplotaxida,hormogastridae,1
animalia,annelida,clitellata,haplotaxida,lutodrilidae,1
animalia,annelida,clitellata,haplotaxida,microchaetidae,17
animalia,annelida,clitellata,haplotaxida,naididae,285
animalia,annelida,clitellata,haplotaxida,ocnerodrilidae,28
animalia,annelida,clitellata,haplotaxida,octochaetidae,63
animalia,annelida,clitellata,haplotaxida,opistocystidae,2
animalia,annelida,clitellata,haplotaxida,phreodrilidae,46
animalia,annelida,clitellata,haplotaxida,sparganophilidae,9
animalia,annelida,clitellata,haplotaxida,tubificidae,1004
animalia,annelida,clitellata,lumbriculida,lumbriculidae,132
animalia,annelida,clitellata,opisthopora,,23
animalia,annelida,clitellata,opisthopora,megascolecidae,565
animalia,annelida,clitellata,rhynchobdellida,,10
animalia,annelida,clitellata,rhynchobdellida,glossiphoniidae,348
animalia,annelida,clitellata,rhynchobdellida,ozobranchidae,15
animalia,annelida,clitellata,rhynchobdellida,piscicolidae,290
animalia,annelida,polychaeta,,,1220
animalia,annelida,polychaeta,,aberrantidae,2
animalia,annelida,polychaeta,,arenicolidae,114
animalia,annelida,polychaeta,,burgessochaetidae,1
animalia,annelida,polychaeta,,canadiidae,2
animalia,annelida,polychaeta,,capitellidae,463
animalia,annelida,polychaeta,,cossuridae,66
animalia,annelida,polychaeta,,dinophilidae,9
animalia,annelida,polychaeta,,keiloritidae,1
animalia,annelida,polychaeta,,leodicidae,8
animalia,annelida,polychaeta,,lobatocerebridae,1
animalia,annelida,polychaeta,,maldanidae,572
animalia,annelida,polychaeta,,myzostomatidae,1
animalia,annelida,polychaeta,,opheliidae,360
animalia,annelida,polychaeta,,orbiniidae,488
animalia,annelida,polychaeta,,paraonidae,349
animalia,annelida,polychaeta,,protodriloididae,3
animalia,annelida,polychaeta,,psammodrilidae,3
animalia,annelida,polychaeta,,scalibregmatidae,150
animalia,annelida,polychaeta,,stelechopodidae,1
animalia,annelida,polychaeta,,travisiidae,1
animalia,annelida,polychaeta,amphinomida,,2
animalia,annelida,polychaeta,amphinomida,amphinomidae,360
animalia,annelida,polychaeta,amphinomida,euphrosinidae,89
animalia,annelida,polychaeta,echiuroidea,,2
animalia,annelida,polychaeta,echiuroidea,bonelliidae,30
animalia,annelida,polychaeta,echiuroidea,echiuridae,52
animalia,annelida,polychaeta,echiuroidea,ikedidae,1
animalia,annelida,polychaeta,echiuroidea,thalassematidae,2
animalia,annelida,polychaeta,echiuroidea,urechidae,4
animalia,annelida,polychaeta,eunicida,,41
animalia,annelida,polychaeta,eunicida,dorvilleidae,321
animalia,annelida,polychaeta,eunicida,eunicidae,824
animalia,annelida,polychaeta,eunicida,hartmaniellidae,4
animalia,annelida,polychaeta,eunicida,histriobdellidae,10
animalia,annelida,polychaeta,eunicida,lumbrineridae,465
animalia,annelida,polychaeta,eunicida,nerillidae,18
animalia,annelida,polychaeta,eunicida,oenonidae,171
animalia,annelida,polychaeta,eunicida,onuphidae,651
animalia,annelida,polychaeta,eunicida,paulinitidae,3
animalia,annelida,polychaeta,eunicida,polychaetaspidae,2
animalia,annelida,polychaeta,eunicida,spintheridae,19
animalia,annelida,polychaeta,phyllodocida,,87
animalia,annelida,polychaeta,phyllodocida,acoetidae,93
animalia,annelida,polychaeta,phyllodocida,alciopidae,158
animalia,annelida,polychaeta,phyllodocida,aphroditidae,285
animalia,annelida,polychaeta,phyllodocida,chrysopetalidae,185
animalia,annelida,polychaeta,phyllodocida,eulepethidae,43
animalia,annelida,polychaeta,phyllodocida,glyceridae,244
animalia,annelida,polychaeta,phyllodocida,goniadidae,214
animalia,annelida,polychaeta,phyllodocida,hesionidae,370
animalia,annelida,polychaeta,phyllodocida,iospilidae,22
animalia,annelida,polychaeta,phyllodocida,iphionidae,36
animalia,annelida,polychaeta,phyllodocida,lacydoniidae,22
animalia,annelida,polychaeta,phyllodocida,lopadorrhynchidae,55
animalia,annelida,polychaeta,phyllodocida,microphthalmidae,1
animalia,annelida,polychaeta,phyllodocida,myzostomidae,130
animalia,annelida,polychaeta,phyllodocida,nautiliniellidae,14
animalia,annelida,polychaeta,phyllodocida,nephtyidae,390
animalia,annelida,polychaeta,phyllodocida,nereididae,1318
animalia,annelida,polychaeta,phyllodocida,paralacydoniidae,11
animalia,annelida,polychaeta,phyllodocida,pholoidae,58
animalia,annelida,polychaeta,phyllodocida,phyllodocidae,802
animalia,annelida,polychaeta,phyllodocida,pilargidae,148
animalia,annelida,polychaeta,phyllodocida,pilargiidae,72
animalia,annelida,polychaeta,phyllodocida,polynoidae,1646
animalia,annelida,polychaeta,phyllodocida,pontodoridae,6
animalia,annelida,polychaeta,phyllodocida,sigalionidae,403
animalia,annelida,polychaeta,phyllodocida,sphaerodoridae,126
animalia,annelida,polychaeta,phyllodocida,syllidae,1687
animalia,annelida,polychaeta,phyllodocida,tomopteridae,92
animalia,annelida,polychaeta,phyllodocida,typhloscolecidae,46
animalia,annelida,polychaeta,sabellida,,67
animalia,annelida,polychaeta,sabellida,aeolosomatidae,13
animalia,annelida,polychaeta,sabellida,fabriciidae,28
animalia,annelida,polychaeta,sabellida,oweniidae,128
animalia,annelida,polychaeta,sabellida,parergodrilidae,4
animalia,annelida,polychaeta,sabellida,potamodrilidae,1
animalia,annelida,polychaeta,sabellida,sabellariidae,357
animalia,annelida,polychaeta,sabellida,sabellidae,1126
animalia,annelida,polychaeta,sabellida,serpulidae,1598
animalia,annelida,polychaeta,sabellida,siboglinidae,151
animalia,annelida,polychaeta,spionida,,49
animalia,annelida,polychaeta,spionida,apistobranchidae,28
animalia,annelida,polychaeta,spionida,chaetopteridae,209
animalia,annelida,polychaeta,spionida,longosomatidae,7
animalia,annelida,polychaeta,spionida,magelonidae,160
animalia,annelida,polychaeta,spionida,poecilochaetidae,53
animalia,annelida,polychaeta,spionida,polygordiidae,31
animalia,annelida,polychaeta,spionida,protodriloidae,11
animalia,annelida,polychaeta,spionida,saccocirridae,62
animalia,annelida,polychaeta,spionida,spionidae,1245
animalia,annelida,polychaeta,spionida,trochochaetidae,30
animalia,annelida,polychaeta,spionida,uncispionidae,1
animalia,annelida,polychaeta,terebellida,,30
animalia,annelida,polychaeta,terebellida,acrocirridae,9
animalia,annelida,polychaeta,terebellida,alvinellidae,30
animalia,annelida,polychaeta,terebellida,ampharetidae,476
animalia,annelida,polychaeta,terebellida,cirratulidae,577
animalia,annelida,polychaeta,terebellida,ctenodrilidae,28
animalia,annelida,polychaeta,terebellida,fauveliopsidae,19
animalia,annelida,polychaeta,terebellida,flabelligeridae,355
animalia,annelida,polychaeta,terebellida,pectinariidae,155
animalia,annelida,polychaeta,terebellida,sternaspidae,73
animalia,annelida,polychaeta,terebellida,terebellidae,1159
animalia,annelida,polychaeta,terebellida,trichobranchidae,181
animalia,arthropoda,,,,8957
animalia,arthropoda,,,abadiellidae,1
animalia,arthropoda,,,acastidae,29
animalia,arthropoda,,,acrocephalitidae,1
animalia,arthropoda,,,aglaspididae,2
animalia,arthropoda,,,agnostidae,173
animalia,arthropoda,,,agraulidae,54
animalia,arthropoda,,,alokistocaridae,77
animalia,arthropoda,,,alsataspididae,6
animalia,arthropoda,,,andrarinidae,5
animalia,arthropoda,,,anomalocarididae,23
animalia,arthropoda,,,anomocarellidae,4
animalia,arthropoda,,,anomocaridae,30
animalia,arthropoda,,,antagmidae,3
animalia,arthropoda,,,aphelaspididae,10
animalia,arthropoda,,,archaeaspididae,4
animalia,arthropoda,,,arthropleuridae,5
animalia,arthropoda,,,asaphidae,531
animalia,arthropoda,,,asaphiscidae,52
animalia,arthropoda,,,aulacopleuridae,37
animalia,arthropoda,,,avoninidae,3
animalia,arthropoda,,,bathycheilidae,1
animalia,arthropoda,,,bathynotidae,4
animalia,arthropoda,,,bathyuridae,119
animalia,arthropoda,,,biceratopsidae,6
animalia,arthropoda,,,bigotinidae,1
animalia,arthropoda,,,bohemillidae,3
animalia,arthropoda,,,bolaspididae,3
animalia,arthropoda,,,brachymetopidae,19
animalia,arthropoda,,,burgessiidae,2
animalia,arthropoda,,,burlingiidae,2
animalia,arthropoda,,,calmoniidae,38
animalia,arthropoda,,,calymenidae,267
animalia,arthropoda,,,catillicephalidae,43
animalia,arthropoda,,,cedariidae,13
animalia,arthropoda,,,celmidae,2
animalia,arthropoda,,,centropleuridae,4
animalia,arthropoda,,,ceratopygidae,15
animalia,arthropoda,,,changshaniidae,1
animalia,arthropoda,,,cheilocephalidae,10
animalia,arthropoda,,,cheiruridae,307
animalia,arthropoda,,,chenghuiidae,1
animalia,arthropoda,,,chengkouaspidae,1
animalia,arthropoda,,,clavagnostidae,8
animalia,arthropoda,,,condylopygidae,5
animalia,arthropoda,,,conocoryphidae,122
animalia,arthropoda,,,conokephalinidae,1
animalia,arthropoda,,,coosellidae,21
animalia,arthropoda,,,corynexochidae,5
animalia,arthropoda,,,crepicephalidae,31
animalia,arthropoda,,,cyclopygidae,33
animalia,arthropoda,,,daguinaspidae,6
animalia,arthropoda,,,dalmanitidae,393
animalia,arthropoda,,,damesellidae,12
animalia,arthropoda,,,dikelocephalidae,56
animalia,arthropoda,,,dikelocephaliidae,2
animalia,arthropoda,,,dimeropygidae,26
animalia,arthropoda,,,dinesidae,1
animalia,arthropoda,,,dionididae,17
animalia,arthropoda,,,diplagnostidae,12
animalia,arthropoda,,,dokimocephalidae,117
animalia,arthropoda,,,dolerolenidae,11
animalia,arthropoda,,,dolichometopidae,72
animalia,arthropoda,,,dorypygidae,56
animalia,arthropoda,,,edelsteinaspididae,1
animalia,arthropoda,,,ellipsocephalidae,47
animalia,arthropoda,,,ellipsocephaloididae,2
animalia,arthropoda,,,elviniidae,34
animalia,arthropoda,,,emmrichellidae,2
animalia,arthropoda,,,emuellidae,1
animalia,arthropoda,,,encrinuridae,161
animalia,arthropoda,,,endymioniidae,3
animalia,arthropoda,,,entomaspididae,8
animalia,arthropoda,,,eodiscidae,39
animalia,arthropoda,,,estaingiidae,1
animalia,arthropoda,,,eulomidae,6
animalia,arthropoda,,,eurekiidae,14
animalia,arthropoda,,,euthycarcinidae,6
animalia,arthropoda,,,fallotaspididae,4
animalia,arthropoda,,,fuxianhuiidae,1
animalia,arthropoda,,,geragnostidae,17
animalia,arthropoda,,,gigantopygidae,3
animalia,arthropoda,,,guangweicarididae,1
animalia,arthropoda,,,hammatocnemidae,4
animalia,arthropoda,,,harpetidae,60
animalia,arthropoda,,,harpididae,12
animalia,arthropoda,,,hastagnostidae,19
animalia,arthropoda,,,hebediscidae,1
animalia,arthropoda,,,holmiidae,16
animalia,arthropoda,,,holocephalinidae,1
animalia,arthropoda,,,homalonotidae,112
animalia,arthropoda,,,hungaiidae,6
animalia,arthropoda,,,hystricuridae,4
animalia,arthropoda,,,idahoiidae,31
animalia,arthropoda,,,illaenidae,321
animalia,arthropoda,,,illaenuridae,9
animalia,arthropoda,,,kaolishaniidae,2
animalia,arthropoda,,,kingstoniidae,27
animalia,arthropoda,,,komaspididae,8
animalia,arthropoda,,,leanchoiliidae,7
animalia,arthropoda,,,lecanopygidae,15
animalia,arthropoda,,,leiostegiidae,40
animalia,arthropoda,,,lichidae,225
animalia,arthropoda,,,liostracinidae,2
animalia,arthropoda,,,lisaniidae,1
animalia,arthropoda,,,llanoaspididae,12
animalia,arthropoda,,,loganellidae,3
animalia,arthropoda,,,lonchocephalidae,23
animalia,arthropoda,,,marjumiidae,42
animalia,arthropoda,,,menomoniidae,19
animalia,arthropoda,,,metadoxididae,4
animalia,arthropoda,,,metagnostidae,21
animalia,arthropoda,,,microcarididae,1
animalia,arthropoda,,,missisquoiidae,14
animalia,arthropoda,,,naraoiidae,8
animalia,arthropoda,,,neoredlichiidae,7
animalia,arthropoda,,,nepeidae,35
animalia,arthropoda,,,nileidae,67
animalia,arthropoda,,,norwoodiidae,15
animalia,arthropoda,,,odontopleuridae,283
animalia,arthropoda,,,ogygopsidae,15
animalia,arthropoda,,,olenellidae,165
animalia,arthropoda,,,olenidae,160
animalia,arthropoda,,,opabiniidae,2
animalia,arthropoda,,,oryctocephalidae,18
animalia,arthropoda,,,ostenocarididae,3
animalia,arthropoda,,,pagetiidae,6
animalia,arthropoda,,,pagodiidae,8
animalia,arthropoda,,,palaeolenidae,3
animalia,arthropoda,,,panderiidae,3
animalia,arthropoda,,,parabolinoididae,36
animalia,arthropoda,,,paradoxididae,132
animalia,arthropoda,,,peronopsidae,19
animalia,arthropoda,,,phacopidae,293
animalia,arthropoda,,,phalacromidae,19
animalia,arthropoda,,,pharostomatidae,5
animalia,arthropoda,,,phillipsiidae,130
animalia,arthropoda,,,phylacteridae,10
animalia,arthropoda,,,pilekiidae,1
animalia,arthropoda,,,plethopeltidae,54
animalia,arthropoda,,,pliomeridae,84
animalia,arthropoda,,,proasaphiscidae,3
animalia,arthropoda,,,proetidae,395
animalia,arthropoda,,,protolenidae,20
animalia,arthropoda,,,pseudagnostidae,7
animalia,arthropoda,,,pterocephaliidae,55
animalia,arthropoda,,,pterygometopidae,105
animalia,arthropoda,,,ptychagnostidae,15
animalia,arthropoda,,,ptychaspididae,55
animalia,arthropoda,,,ptychopariidae,136
animalia,arthropoda,,,raphiophoridae,134
animalia,arthropoda,,,raymondinidae,14
animalia,arthropoda,,,redlichiidae,23
animalia,arthropoda,,,redlichinidae,1
animalia,arthropoda,,,remopleuridae,3
animalia,arthropoda,,,remopleurididae,93
animalia,arthropoda,,,richardsonellidae,1
animalia,arthropoda,,,rorringtoniidae,3
animalia,arthropoda,,,saukiandidae,6
animalia,arthropoda,,,saukiidae,59
animalia,arthropoda,,,scharyiidae,1
animalia,arthropoda,,,scutelluidae,17
animalia,arthropoda,,,shumardiidae,11
animalia,arthropoda,,,sidneyiidae,6
animalia,arthropoda,,,solenopleuridae,163
animalia,arthropoda,,,sottyxerxidae,2
animalia,arthropoda,,,spinagnostidae,44
animalia,arthropoda,,,styginidae,107
animalia,arthropoda,,,synphoriidae,2
animalia,arthropoda,,,taihungshaniidae,12
animalia,arthropoda,,,telephinidae,19
animalia,arthropoda,,,thysanopeltidae,66
animalia,arthropoda,,,toernquistiidae,3
animalia,arthropoda,,,tricrepicephalidae,26
animalia,arthropoda,,,trinucleidae,161
animalia,arthropoda,,,tropidocoryphidae,12
animalia,arthropoda,,,tsinaniidae,3
animalia,arthropoda,,,yinitidae,1
animalia,arthropoda,,,yunnanocephalidae,3
animalia,arthropoda,,,zacanthoididae,44
animalia,arthropoda,,mystacocaridida,derocheilocarididae,1
animalia,arthropoda,arachnida,,,945
animalia,arthropoda,arachnida,,acarophenacidae,3
animalia,arthropoda,arachnida,,adamystidae,3
animalia,arthropoda,arachnida,,anthracomartidae,1
animalia,arthropoda,arachnida,,aphantomartidae,1
animalia,arthropoda,arachnida,,architarbidae,11
animalia,arthropoda,arachnida,,astacocrotonidae,1
animalia,arthropoda,arachnida,,banksinomidae,2
animalia,arthropoda,arachnida,,barbutiidae,2
animalia,arthropoda,arachnida,,bogatiidae,2
animalia,arthropoda,arachnida,,caligonellidae,13
animalia,arthropoda,arachnida,,caraboacaridae,5
animalia,arthropoda,arachnida,,chappuisididae,1
animalia,arthropoda,arachnida,,crotalomorphidae,1
animalia,arthropoda,arachnida,,dasythyreidae,1
animalia,arthropoda,arachnida,,dolichocybidae,2
animalia,arthropoda,arachnida,,eriorhynchidae,1
animalia,arthropoda,arachnida,,eupalopsellidae,8
animalia,arthropoda,arachnida,,frontipodopsidae,6
animalia,arthropoda,arachnida,,grandjeanicidae,2
animalia,arthropoda,arachnida,,gretacaridae,3
animalia,arthropoda,arachnida,,hammeriellidae,6
animalia,arthropoda,arachnida,,harpirhynchidae,61
animalia,arthropoda,arachnida,,heterocheylidae,2
animalia,arthropoda,arachnida,,heterotarbidae,1
animalia,arthropoda,arachnida,,homocaligidae,3
animalia,arthropoda,arachnida,,hungarohydracaridae,2
animalia,arthropoda,arachnida,,idiodamaeidae,1
animalia,arthropoda,arachnida,,labidostommatidae,12
animalia,arthropoda,arachnida,,laversiidae,1
animalia,arthropoda,arachnida,,linotetranidae,2
animalia,arthropoda,arachnida,,lordalychidae,5
animalia,arthropoda,arachnida,,meyerellidae,3
animalia,arthropoda,arachnida,,microdispidae,6
animalia,arthropoda,arachnida,,nematalycidae,2
animalia,arthropoda,arachnida,,oehserchestidae,4
animalia,arthropoda,arachnida,,omartacaridae,7
animalia,arthropoda,arachnida,,palaeocharinidae,2
animalia,arthropoda,arachnida,,pedrocortesellidae,29
animalia,arthropoda,arachnida,,pezidae,6
animalia,arthropoda,arachnida,,phalangiotarbidae,1
animalia,arthropoda,arachnida,,plesiosironidae,1
animalia,arthropoda,arachnida,,pomerantziidae,1
animalia,arthropoda,arachnida,,pseudocheylidae,4
animalia,arthropoda,arachnida,,ramsayellidae,1
animalia,arthropoda,arachnida,,raphignathidae,14
animalia,arthropoda,arachnida,,sphaerolichidae,1
animalia,arthropoda,arachnida,,stigmocheylidae,1
animalia,arthropoda,arachnida,,strandtmanniidae,1
animalia,arthropoda,arachnida,,stygothrombiidae,1
animalia,arthropoda,arachnida,,syringophilidae,6
animalia,arthropoda,arachnida,,teratothyadidae,1
animalia,arthropoda,arachnida,,terpnacaridae,4
animalia,arthropoda,arachnida,,trichthoniidae,1
animalia,arthropoda,arachnida,,trigonomartidae,1
animalia,arthropoda,arachnida,,trigonotarbidae,3
animalia,arthropoda,arachnida,,uchidastygacaridae,1
animalia,arthropoda,arachnida,,vatacaridae,1
animalia,arthropoda,arachnida,,walchiidae,12
animalia,arthropoda,arachnida,,wettinidae,4
animalia,arthropoda,arachnida,,xenocaligonellididae,1
animalia,arthropoda,arachnida,amblypygi,,10
animalia,arthropoda,arachnida,amblypygi,charinidae,62
animalia,arthropoda,arachnida,amblypygi,charontidae,26
animalia,arthropoda,arachnida,amblypygi,phrynichidae,24
animalia,arthropoda,arachnida,amblypygi,phrynidae,78
animalia,arthropoda,arachnida,amblypygi,tarantulidae,2
animalia,arthropoda,arachnida,araneae,,134
animalia,arthropoda,arachnida,araneae,actinopodidae,78
animalia,arthropoda,arachnida,araneae,adjutoridae,1
animalia,arthropoda,arachnida,araneae,agelenidae,337
animalia,arthropoda,arachnida,araneae,amaurobiidae,412
animalia,arthropoda,arachnida,araneae,ammoxenidae,17
animalia,arthropoda,arachnida,araneae,amphinectidae,126
animalia,arthropoda,arachnida,araneae,anapidae,170
animalia,arthropoda,arachnida,araneae,antrodiaetidae,42
animalia,arthropoda,arachnida,araneae,anyphaenidae,399
animalia,arthropoda,arachnida,araneae,aphantochilidae,1
animalia,arthropoda,arachnida,araneae,araneidae,3391
animalia,arthropoda,arachnida,araneae,archaeidae,75
animalia,arthropoda,arachnida,araneae,argiopidae,11
animalia,arthropoda,arachnida,araneae,argyronetidae,2
animalia,arthropoda,arachnida,araneae,arthrolycosidae,3
animalia,arthropoda,arachnida,araneae,atypidae,36
animalia,arthropoda,arachnida,araneae,austrochilidae,18
animalia,arthropoda,arachnida,araneae,barychelidae,308
animalia,arthropoda,arachnida,araneae,caponiidae,43
animalia,arthropoda,arachnida,araneae,cithaeronidae,3
animalia,arthropoda,arachnida,araneae,clubionidae,452
animalia,arthropoda,arachnida,araneae,corinnidae,600
animalia,arthropoda,arachnida,araneae,cryptothelidae,8
animalia,arthropoda,arachnida,araneae,ctenidae,367
animalia,arthropoda,arachnida,araneae,ctenizidae,61
animalia,arthropoda,arachnida,araneae,cyatholipidae,63
animalia,arthropoda,arachnida,araneae,cybaeidae,62
animalia,arthropoda,arachnida,araneae,cycloctenidae,42
animalia,arthropoda,arachnida,araneae,cyrtaucheniidae,62
animalia,arthropoda,arachnida,araneae,deinopidae,92
animalia,arthropoda,arachnida,araneae,desidae,238
animalia,arthropoda,arachnida,araneae,dictynidae,549
animalia,arthropoda,arachnida,araneae,diguetidae,20
animalia,arthropoda,arachnida,araneae,dipluridae,227
animalia,arthropoda,arachnida,araneae,drassidae,66
animalia,arthropoda,arachnida,araneae,drymusidae,11
animalia,arthropoda,arachnida,araneae,dysderidae,98
animalia,arthropoda,arachnida,araneae,eresidae,63
animalia,arthropoda,arachnida,araneae,euctenizidae,1
animalia,arthropoda,arachnida,araneae,eusparassidae,3
animalia,arthropoda,arachnida,araneae,eutichuridae,39
