new_dwc:kingdom,new_dwc:phylum,new_dwc:class,new_dwc:order,new_dwc:family,count
animalia,chordata,reptilia,,erythrosuchidae,2
animalia,chordata,reptilia,,estemmenosuchidae,1
animalia,chordata,reptilia,,eubrontidae,8
animalia,chordata,reptilia,,euparkeriidae,7
animalia,chordata,reptilia,,galeopidae,6
animalia,chordata,reptilia,,galesauridae,16
animalia,chordata,reptilia,,geosauridae,22
animalia,chordata,reptilia,,gigandipodidae,2
animalia,chordata,reptilia,,gorgonopsidae,14
animalia,chordata,reptilia,,grallatoridae,33
animalia,chordata,reptilia,,gwyneddichnidae,1
animalia,chordata,reptilia,,hadrosauridae,198
animalia,chordata,reptilia,,haplocanthosauridae,1
animalia,chordata,reptilia,,haptodontidae,1
animalia,chordata,reptilia,,herrerasauridae,4
animalia,chordata,reptilia,,heterodontosauridae,8
animalia,chordata,reptilia,,homalocephalidae,1
animalia,chordata,reptilia,,hyperodapedontidae,1
animalia,chordata,reptilia,,hypsilophodontidae,64
animalia,chordata,reptilia,,ichthyosauridae,85
animalia,chordata,reptilia,,ictidosuchidae,4
animalia,chordata,reptilia,,iguanodontidae,62
animalia,chordata,reptilia,,istiodactylidae,1
animalia,chordata,reptilia,,kannemeyeriidae,29
animalia,chordata,reptilia,,kingoriidae,2
animalia,chordata,reptilia,,lanthanosuchidae,2
animalia,chordata,reptilia,,leptoceratopsidae,9
animalia,chordata,reptilia,,leptocleididae,4
animalia,chordata,reptilia,,leptonectidae,12
animalia,chordata,reptilia,,limnoscelidae,3
animalia,chordata,reptilia,,lonchodraconidae,1
animalia,chordata,reptilia,,lycideopsidae,1
animalia,chordata,reptilia,,lycosuchidae,2
animalia,chordata,reptilia,,lystrosauridae,29
animalia,chordata,reptilia,,massospondylidae,4
animalia,chordata,reptilia,,megalosauridae,38
animalia,chordata,reptilia,,melanorosauridae,1
animalia,chordata,reptilia,,mixosauridae,13
animalia,chordata,reptilia,,nanchangosauridae,2
animalia,chordata,reptilia,,nanictidopsidae,2
animalia,chordata,reptilia,,neovenatoridae,3
animalia,chordata,reptilia,,nitosauridae,1
animalia,chordata,reptilia,,noasauridae,6
animalia,chordata,reptilia,,nodosauridae,657
animalia,chordata,reptilia,,nyctiphruretidae,1
animalia,chordata,reptilia,,omphalosauridae,10
animalia,chordata,reptilia,,ophiacodontidae,36
animalia,chordata,reptilia,,ornithocheiridae,47
animalia,chordata,reptilia,,ornithomimidae,40
animalia,chordata,reptilia,,ornithosuchidae,4
animalia,chordata,reptilia,,otozoidae,5
animalia,chordata,reptilia,,oudenodontidae,4
animalia,chordata,reptilia,,oviraptoridae,12
animalia,chordata,reptilia,,owenettidae,3
animalia,chordata,reptilia,,pachycephalosauridae,69
animalia,chordata,reptilia,,pachypleurosauridae,16
animalia,chordata,reptilia,,pachystropheidae,1
animalia,chordata,reptilia,,parasuchidae,4
animalia,chordata,reptilia,,pareiasauridae,15
animalia,chordata,reptilia,,petrolacosauridae,6
animalia,chordata,reptilia,,phytosauridae,81
animalia,chordata,reptilia,,piatnitzkysauridae,2
animalia,chordata,reptilia,,pistosauridae,4
animalia,chordata,reptilia,,placochelyidae,4
animalia,chordata,reptilia,,placodontidae,11
animalia,chordata,reptilia,,plateosauridae,5
animalia,chordata,reptilia,,plesiosauridae,30
animalia,chordata,reptilia,,pliosauridae,60
animalia,chordata,reptilia,,podokesauridae,8
animalia,chordata,reptilia,,polycotylidae,31
animalia,chordata,reptilia,,pristerodontidae,2
animalia,chordata,reptilia,,pristerognathidae,7
animalia,chordata,reptilia,,proceratosauridae,1
animalia,chordata,reptilia,,procolophonidae,30
animalia,chordata,reptilia,,procynosuchidae,11
animalia,chordata,reptilia,,prolacertidae,3
animalia,chordata,reptilia,,protazhdarchidae,1
animalia,chordata,reptilia,,proterosuchidae,3
animalia,chordata,reptilia,,protoceratopsidae,12
animalia,chordata,reptilia,,protorosauridae,5
animalia,chordata,reptilia,,psittacosauridae,3
animalia,chordata,reptilia,,pteranodontidae,13
animalia,chordata,reptilia,,pterodactylidae,47
animalia,chordata,reptilia,,pterodaustridae,2
animalia,chordata,reptilia,,rebbachisauridae,4
animalia,chordata,reptilia,,rhabdodontidae,2
animalia,chordata,reptilia,,rhamphorhynchidae,45
animalia,chordata,reptilia,,rhomaleosauridae,1
animalia,chordata,reptilia,,romeriidae,3
animalia,chordata,reptilia,,rotodactylidae,2
animalia,chordata,reptilia,,saltoposuchidae,6
animalia,chordata,reptilia,,sauropodidae,1
animalia,chordata,reptilia,,saurornithoididae,7
animalia,chordata,reptilia,,scaloposauridae,2
animalia,chordata,reptilia,,scelidosauridae,3
animalia,chordata,reptilia,,scleromochlidae,3
animalia,chordata,reptilia,,shastasauridae,30
animalia,chordata,reptilia,,shuvosauridae,3
animalia,chordata,reptilia,,sinraptoridae,1
animalia,chordata,reptilia,,sphenacodontidae,70
animalia,chordata,reptilia,,sphenosuchidae,1
animalia,chordata,reptilia,,spheroolithidae,3
animalia,chordata,reptilia,,spinosauridae,25
animalia,chordata,reptilia,,stagonolepididae,53
animalia,chordata,reptilia,,staurikosauridae,2
animalia,chordata,reptilia,,stegomosuchidae,1
animalia,chordata,reptilia,,stegosauridae,35
animalia,chordata,reptilia,,stenopterygiidae,17
animalia,chordata,reptilia,,tangasauridae,7
animalia,chordata,reptilia,,tanystropheidae,11
animalia,chordata,reptilia,,tapinocephalidae,7
animalia,chordata,reptilia,,thalattosauridae,10
animalia,chordata,reptilia,,thecodontosauridae,4
animalia,chordata,reptilia,,therizinosauridae,5
animalia,chordata,reptilia,,thescelosauridae,6
animalia,chordata,reptilia,,thrinaxodontidae,4
animalia,chordata,reptilia,,titanosauridae,28
animalia,chordata,reptilia,,titanosuchidae,3
animalia,chordata,reptilia,,traversodontidae,15
animalia,chordata,reptilia,,trilophosauridae,12
animalia,chordata,reptilia,,trirachodontidae,3
animalia,chordata,reptilia,,tritheledontidae,1
animalia,chordata,reptilia,,tritylodontidae,34
animalia,chordata,reptilia,,troodontidae,21
animalia,chordata,reptilia,,tyrannosauridae,76
animalia,chordata,reptilia,,varanopidae,16
animalia,chordata,reptilia,,venjukoviidae,1
animalia,chordata,reptilia,,whaitsiidae,4
animalia,chordata,reptilia,,wukongopteridae,1
animalia,chordata,reptilia,,xiphosauridae,1
animalia,chordata,reptilia,,younginidae,1
animalia,chordata,reptilia,crocodylia,,72
animalia,chordata,reptilia,crocodylia,alligatoridae,259
animalia,chordata,reptilia,crocodylia,atoposauridae,6
animalia,chordata,reptilia,crocodylia,batrachopodidae,12
animalia,chordata,reptilia,crocodylia,baurusuchidae,1
animalia,chordata,reptilia,crocodylia,bernissartiidae,2
animalia,chordata,reptilia,crocodylia,comahuesuchidae,1
animalia,chordata,reptilia,crocodylia,crocodylidae,437
animalia,chordata,reptilia,crocodylia,diplocynodontidae,2
animalia,chordata,reptilia,crocodylia,dyrosauridae,25
animalia,chordata,reptilia,crocodylia,elosuchidae,2
animalia,chordata,reptilia,crocodylia,gavialidae,38
animalia,chordata,reptilia,crocodylia,goniopholidae,34
animalia,chordata,reptilia,crocodylia,hylaeochampsidae,1
animalia,chordata,reptilia,crocodylia,libycosuchidae,2
animalia,chordata,reptilia,crocodylia,metriorhynchidae,36
animalia,chordata,reptilia,crocodylia,nettosuchidae,2
animalia,chordata,reptilia,crocodylia,paralligatoridae,2
animalia,chordata,reptilia,crocodylia,peirosauridae,3
animalia,chordata,reptilia,crocodylia,pholidosauridae,17
animalia,chordata,reptilia,crocodylia,pristichampsidae,6
animalia,chordata,reptilia,crocodylia,proterochampsidae,2
animalia,chordata,reptilia,crocodylia,protosuchidae,5
animalia,chordata,reptilia,crocodylia,rauisuchidae,12
animalia,chordata,reptilia,crocodylia,sebecidae,5
animalia,chordata,reptilia,crocodylia,selenichnidae,1
animalia,chordata,reptilia,crocodylia,stomatosuchidae,2
animalia,chordata,reptilia,crocodylia,teleosauridae,67
animalia,chordata,reptilia,crocodylia,trematochampsidae,3
animalia,chordata,reptilia,crocodylia,uruguaysuchidae,4
animalia,chordata,reptilia,rhynchocephalia,,8
animalia,chordata,reptilia,rhynchocephalia,pleurosauridae,4
animalia,chordata,reptilia,rhynchocephalia,rhynchosauridae,13
animalia,chordata,reptilia,rhynchocephalia,sphenodontidae,52
animalia,chordata,reptilia,squamata,,2280
animalia,chordata,reptilia,squamata,acrochordidae,54
animalia,chordata,reptilia,squamata,agamidae,3262
animalia,chordata,reptilia,squamata,aigialosauridae,2
animalia,chordata,reptilia,squamata,amphisbaenidae,627
animalia,chordata,reptilia,squamata,anguidae,1080
animalia,chordata,reptilia,squamata,aniliidae,90
animalia,chordata,reptilia,squamata,anniellidae,48
animalia,chordata,reptilia,squamata,anomalepididae,52
animalia,chordata,reptilia,squamata,anomochilidae,1
animalia,chordata,reptilia,squamata,atractaspididae,227
animalia,chordata,reptilia,squamata,bainguidae,1
animalia,chordata,reptilia,squamata,bipedidae,20
animalia,chordata,reptilia,squamata,boidae,1250
animalia,chordata,reptilia,squamata,bolyeridae,3
animalia,chordata,reptilia,squamata,bolyeriidae,2
animalia,chordata,reptilia,squamata,calabariidae,3
animalia,chordata,reptilia,squamata,carphodactylidae,151
animalia,chordata,reptilia,squamata,chamaeleonidae,1173
animalia,chordata,reptilia,squamata,chamopsiidae,5
animalia,chordata,reptilia,squamata,colubridae,16532
animalia,chordata,reptilia,squamata,contogeniidae,1
animalia,chordata,reptilia,squamata,cordylidae,407
animalia,chordata,reptilia,squamata,corytophanidae,112
animalia,chordata,reptilia,squamata,crotalidae,156
animalia,chordata,reptilia,squamata,crotaphytidae,159
animalia,chordata,reptilia,squamata,cylindrophiidae,47
animalia,chordata,reptilia,squamata,dactyloidae,193
animalia,chordata,reptilia,squamata,dibamidae,42
animalia,chordata,reptilia,squamata,diplodactylidae,596
animalia,chordata,reptilia,squamata,dipsadidae,701
animalia,chordata,reptilia,squamata,dolichosauridae,1
animalia,chordata,reptilia,squamata,dorsetisauridae,2
animalia,chordata,reptilia,squamata,elapidae,3112
animalia,chordata,reptilia,squamata,erycidae,1
animalia,chordata,reptilia,squamata,eublepharidae,121
animalia,chordata,reptilia,squamata,euposauridae,1
animalia,chordata,reptilia,squamata,gekkonidae,6273
animalia,chordata,reptilia,squamata,gerrhopilidae,17
animalia,chordata,reptilia,squamata,gerrhosauridae,224
animalia,chordata,reptilia,squamata,gymnophthalmidae,639
animalia,chordata,reptilia,squamata,helodermatidae,68
animalia,chordata,reptilia,squamata,homalopsidae,97
animalia,chordata,reptilia,squamata,hoplocercidae,49
animalia,chordata,reptilia,squamata,hydrophiidae,536
animalia,chordata,reptilia,squamata,hyporhinidae,2
animalia,chordata,reptilia,squamata,iguanidae,4638
animalia,chordata,reptilia,squamata,kuehneosauridae,8
animalia,chordata,reptilia,squamata,lacertidae,2225
animalia,chordata,reptilia,squamata,lamprophiidae,360
animalia,chordata,reptilia,squamata,lanthanotidae,4
animalia,chordata,reptilia,squamata,laticaudidae,16
animalia,chordata,reptilia,squamata,leiocephalidae,25
animalia,chordata,reptilia,squamata,leiosauridae,38
animalia,chordata,reptilia,squamata,leptotyphlopidae,540
animalia,chordata,reptilia,squamata,liolaemidae,103
animalia,chordata,reptilia,squamata,loxocemidae,8
animalia,chordata,reptilia,squamata,madtsoiidae,1
animalia,chordata,reptilia,squamata,mosasauridae,221
animalia,chordata,reptilia,squamata,necrosauridae,20
animalia,chordata,reptilia,squamata,oligodontosauridae,3
animalia,chordata,reptilia,squamata,opluridae,34
animalia,chordata,reptilia,squamata,pachyophiidae,1
animalia,chordata,reptilia,squamata,palaeophiidae,31
animalia,chordata,reptilia,squamata,paliguanidae,1
animalia,chordata,reptilia,squamata,paramacellodidae,6
animalia,chordata,reptilia,squamata,parasaniwidae,1
animalia,chordata,reptilia,squamata,pareatidae,20
animalia,chordata,reptilia,squamata,phrynosomatidae,1977
animalia,chordata,reptilia,squamata,phyllodactylidae,328
animalia,chordata,reptilia,squamata,polychrotidae,1524
animalia,chordata,reptilia,squamata,polyglyphanodontidae,3
animalia,chordata,reptilia,squamata,pygopodidae,373
animalia,chordata,reptilia,squamata,pythonidae,284
animalia,chordata,reptilia,squamata,rhineuridae,40
animalia,chordata,reptilia,squamata,scincidae,9949
animalia,chordata,reptilia,squamata,shinisauridae,3
animalia,chordata,reptilia,squamata,slavoiidae,1
animalia,chordata,reptilia,squamata,sphaerodactylidae,547
animalia,chordata,reptilia,squamata,teiidae,2161
animalia,chordata,reptilia,squamata,trogonophidae,28
animalia,chordata,reptilia,squamata,tropidophiidae,153
animalia,chordata,reptilia,squamata,tropiduridae,833
animalia,chordata,reptilia,squamata,typhlopidae,1181
animalia,chordata,reptilia,squamata,uropeltidae,199
animalia,chordata,reptilia,squamata,varanidae,800
animalia,chordata,reptilia,squamata,viperidae,2946
animalia,chordata,reptilia,squamata,xantusiidae,228
animalia,chordata,reptilia,squamata,xenodermatidae,6
animalia,chordata,reptilia,squamata,xenopeltidae,20
animalia,chordata,reptilia,squamata,xenosauridae,55
animalia,chordata,reptilia,testudines,,69
animalia,chordata,reptilia,testudines,adocidae,7
animalia,chordata,reptilia,testudines,baenidae,109
animalia,chordata,reptilia,testudines,bataguridae,171
animalia,chordata,reptilia,testudines,bothremydidae,13
animalia,chordata,reptilia,testudines,captorhinidae,68
animalia,chordata,reptilia,testudines,carettochelyidae,36
animalia,chordata,reptilia,testudines,chelidae,494
animalia,chordata,reptilia,testudines,cheloniidae,268
animalia,chordata,reptilia,testudines,chelydridae,132
animalia,chordata,reptilia,testudines,dermatemydidae,84
animalia,chordata,reptilia,testudines,dermochelyidae,43
animalia,chordata,reptilia,testudines,desmatochelyidae,1
animalia,chordata,reptilia,testudines,emydidae,1326
animalia,chordata,reptilia,testudines,eunotosauridae,2
animalia,chordata,reptilia,testudines,geoemydidae,257
animalia,chordata,reptilia,testudines,glyptopidae,7
animalia,chordata,reptilia,testudines,kayentachelyidae,2
animalia,chordata,reptilia,testudines,kinosternidae,393
animalia,chordata,reptilia,testudines,macrobaenidae,7
animalia,chordata,reptilia,testudines,meiolaniidae,5
animalia,chordata,reptilia,testudines,mesosauridae,3
animalia,chordata,reptilia,testudines,nanhsiungchelyidae,9
animalia,chordata,reptilia,testudines,neurankylidae,12
animalia,chordata,reptilia,testudines,pelomedusidae,212
animalia,chordata,reptilia,testudines,planetochelyidae,4
animalia,chordata,reptilia,testudines,platysternidae,22
animalia,chordata,reptilia,testudines,plesiochelyidae,5
animalia,chordata,reptilia,testudines,pleurosternidae,19
animalia,chordata,reptilia,testudines,podocnemididae,45
animalia,chordata,reptilia,testudines,proganochelyidae,3
animalia,chordata,reptilia,testudines,proterochersidae,1
animalia,chordata,reptilia,testudines,protorothyrididae,29
animalia,chordata,reptilia,testudines,protostegidae,21
animalia,chordata,reptilia,testudines,sinemydidae,2
animalia,chordata,reptilia,testudines,sinemyidae,1
animalia,chordata,reptilia,testudines,solemydidae,5
animalia,chordata,reptilia,testudines,sphargidae,1
animalia,chordata,reptilia,testudines,testudinidae,919
animalia,chordata,reptilia,testudines,thalassemydidae,6
animalia,chordata,reptilia,testudines,toxochelyidae,58
animalia,chordata,reptilia,testudines,trionychidae,465
animalia,chordata,sarcopterygii,,,92
animalia,chordata,sarcopterygii,,canowindridae,4
animalia,chordata,sarcopterygii,,conchopomatidae,7
animalia,chordata,sarcopterygii,,ctenodontidae,17
animalia,chordata,sarcopterygii,,dipnorhynchidae,7
animalia,chordata,sarcopterygii,,dipteridae,64
animalia,chordata,sarcopterygii,,elginerpetontidae,1
animalia,chordata,sarcopterygii,,elpistostegidae,1
animalia,chordata,sarcopterygii,,eusthenopteridae,12
animalia,chordata,sarcopterygii,,fleurantiidae,1
animalia,chordata,sarcopterygii,,gnathorhizidae,1
animalia,chordata,sarcopterygii,,holoptychiidae,73
animalia,chordata,sarcopterygii,,onychodontidae,4
animalia,chordata,sarcopterygii,,osteolepididae,105
animalia,chordata,sarcopterygii,,panderichthyidae,5
animalia,chordata,sarcopterygii,,phaneropleuridae,17
animalia,chordata,sarcopterygii,,porolepidae,8
animalia,chordata,sarcopterygii,,porolepididae,4
animalia,chordata,sarcopterygii,,rhizodopsidae,23
animalia,chordata,sarcopterygii,,rhynchodipteridae,2
animalia,chordata,sarcopterygii,,sagenodontidae,39
animalia,chordata,sarcopterygii,,tristichopteridae,10
animalia,chordata,sarcopterygii,,uranolophidae,1
animalia,chordata,sarcopterygii,,uronemidae,2
animalia,chordata,sarcopterygii,ceratodontiformes,,15
animalia,chordata,sarcopterygii,ceratodontiformes,asiatoceratodontidae,1
animalia,chordata,sarcopterygii,ceratodontiformes,ceratodontidae,106
animalia,chordata,sarcopterygii,ceratodontiformes,neoceratodontidae,7
animalia,chordata,sarcopterygii,coelacanthiformes,,104
animalia,chordata,sarcopterygii,coelacanthiformes,coelacanthidae,84
animalia,chordata,sarcopterygii,coelacanthiformes,diplocercididae,1
animalia,chordata,sarcopterygii,coelacanthiformes,hadronectoridae,8
animalia,chordata,sarcopterygii,coelacanthiformes,latimeriidae,25
animalia,chordata,sarcopterygii,coelacanthiformes,laugiidae,5
animalia,chordata,sarcopterygii,coelacanthiformes,mawsoniidae,3
animalia,chordata,sarcopterygii,coelacanthiformes,miguashaiidae,2
animalia,chordata,sarcopterygii,coelacanthiformes,rhabdodermatidae,16
animalia,chordata,sarcopterygii,coelacanthiformes,whiteiidae,1
animalia,chordata,sarcopterygii,lepidosireniformes,,4
animalia,chordata,sarcopterygii,lepidosireniformes,lepidosirenidae,80
animalia,chordata,sarcopterygii,lepidosireniformes,protopteridae,35
animalia,chordata,thaliacea,,,3
animalia,chordata,thaliacea,doliolida,,2
animalia,chordata,thaliacea,doliolida,doliolidae,249
animalia,chordata,thaliacea,pyrosomatida,pyrosomatidae,49
animalia,chordata,thaliacea,salpida,,6
animalia,chordata,thaliacea,salpida,salpidae,149
animalia,cnidaria,,,,2746
animalia,cnidaria,,,brooksellidae,5
animalia,cnidaria,anthozoa,,,3376
animalia,cnidaria,anthozoa,,acervulariidae,45
animalia,cnidaria,anthozoa,,alveolitidae,83
animalia,cnidaria,anthozoa,,amplexidae,118
animalia,cnidaria,anthozoa,,antiphyllidae,12
animalia,cnidaria,anthozoa,,arachnophyllidae,88
animalia,cnidaria,anthozoa,,auloheliidae,1
animalia,cnidaria,anthozoa,,aulophyllidae,166
animalia,cnidaria,anthozoa,,auloporidae,206
animalia,cnidaria,anthozoa,,axophyllidae,7
animalia,cnidaria,anthozoa,,bethanyphyllidae,3
animalia,cnidaria,anthozoa,,billingsariidae,1
animalia,cnidaria,anthozoa,,bothrophyllidae,12
animalia,cnidaria,anthozoa,,calostylidae,4
animalia,cnidaria,anthozoa,,campophyllidae,16
animalia,cnidaria,anthozoa,,chonophyllidae,66
animalia,cnidaria,anthozoa,,chonostegitidae,1
animalia,cnidaria,anthozoa,,cleistoporidae,10
animalia,cnidaria,anthozoa,,coccoserididae,9
animalia,cnidaria,anthozoa,,coenitidae,50
animalia,cnidaria,anthozoa,,columnariidae,3
animalia,cnidaria,anthozoa,,combophyllidae,1
animalia,cnidaria,anthozoa,,craspedophyllidae,33
animalia,cnidaria,anthozoa,,cyathaxoniidae,41
animalia,cnidaria,anthozoa,,cyathophyllidae,56
animalia,cnidaria,anthozoa,,cyathopsidae,91
animalia,cnidaria,anthozoa,,cystiphyllidae,124
animalia,cnidaria,anthozoa,,digonophyllidae,10
animalia,cnidaria,anthozoa,,disphyllidae,31
animalia,cnidaria,anthozoa,,ditoecholasmatidae,5
animalia,cnidaria,anthozoa,,durhaminidae,147
animalia,cnidaria,anthozoa,,ekvasophyllidae,3
animalia,cnidaria,anthozoa,,entelophyllidae,6
animalia,cnidaria,anthozoa,,eridophyllidae,35
animalia,cnidaria,anthozoa,,expressophyllidae,1
animalia,cnidaria,anthozoa,,fasciphyllidae,1
animalia,cnidaria,anthozoa,,favositidae,729
animalia,cnidaria,anthozoa,,fletcheriidae,4
animalia,cnidaria,anthozoa,,gerardiidae,4
animalia,cnidaria,anthozoa,,geyerophyllidae,9
animalia,cnidaria,anthozoa,,goniophyllidae,38
animalia,cnidaria,anthozoa,,hadrophyllidae,39
animalia,cnidaria,anthozoa,,halliidae,74
animalia,cnidaria,anthozoa,,halysitidae,69
animalia,cnidaria,anthozoa,,hapsiphyllidae,93
animalia,cnidaria,anthozoa,,heliolitidae,71
animalia,cnidaria,anthozoa,,heterophylliidae,2
animalia,cnidaria,anthozoa,,holmophyllidae,1
animalia,cnidaria,anthozoa,,kepingophyllidae,1
animalia,cnidaria,anthozoa,,ketophyllidae,4
animalia,cnidaria,anthozoa,,kleopatrinidae,8
animalia,cnidaria,anthozoa,,kodonophyllidae,4
animalia,cnidaria,anthozoa,,kyphophyllidae,13
animalia,cnidaria,anthozoa,,laccophyllidae,14
animalia,cnidaria,anthozoa,,lambelasmatidae,9
animalia,cnidaria,anthozoa,,lindstroemiidae,3
animalia,cnidaria,anthozoa,,lithostrotionidae,153
animalia,cnidaria,anthozoa,,lonsdaleiidae,33
animalia,cnidaria,anthozoa,,lophophyllidae,149
animalia,cnidaria,anthozoa,,lophophyllidiidae,66
animalia,cnidaria,anthozoa,,lophotichiidae,1
animalia,cnidaria,anthozoa,,lykophyllidae,6
animalia,cnidaria,anthozoa,,metriophyllidae,38
animalia,cnidaria,anthozoa,,micheliniidae,155
animalia,cnidaria,anthozoa,,mucophyllidae,4
animalia,cnidaria,anthozoa,,multisoleniidae,1
animalia,cnidaria,anthozoa,,multithecoporidae,4
animalia,cnidaria,anthozoa,,muriceidae,2
animalia,cnidaria,anthozoa,,pachyporidae,196
animalia,cnidaria,anthozoa,,palaeacidae,17
animalia,cnidaria,anthozoa,,palaeocyclidae,5
animalia,cnidaria,anthozoa,,palaeofavosiporidae,1
animalia,cnidaria,anthozoa,,palaeoporitidae,1
animalia,cnidaria,anthozoa,,palaeosmiliidae,3
animalia,cnidaria,anthozoa,,paliphyllidae,5
animalia,cnidaria,anthozoa,,parastriatoporidae,2
animalia,cnidaria,anthozoa,,pentaphyllidae,5
animalia,cnidaria,anthozoa,,petalaxidae,33
animalia,cnidaria,anthozoa,,phillipsastraeidae,63
animalia,cnidaria,anthozoa,,phillipsastreidae,52
animalia,cnidaria,anthozoa,,plasmoporidae,12
animalia,cnidaria,anthozoa,,polycoeliidae,23
animalia,cnidaria,anthozoa,,pseudofavositidae,2
animalia,cnidaria,anthozoa,,pseudopavonidae,1
animalia,cnidaria,anthozoa,,ptenophyllidae,15
animalia,cnidaria,anthozoa,,ptychophyllidae,10
animalia,cnidaria,anthozoa,,pycnostylidae,6
animalia,cnidaria,anthozoa,,pyrgiidae,25
animalia,cnidaria,anthozoa,,roemeriidae,3
animalia,cnidaria,anthozoa,,sinoporidae,2
animalia,cnidaria,anthozoa,,spongophyllidae,10
animalia,cnidaria,anthozoa,,stauriidae,74
animalia,cnidaria,anthozoa,,stereolasmatidae,5
animalia,cnidaria,anthozoa,,streptelasmatidae,205
animalia,cnidaria,anthozoa,,streptelasmidae,1
animalia,cnidaria,anthozoa,,syringophyllidae,44
animalia,cnidaria,anthozoa,,syringoporidae,73
animalia,cnidaria,anthozoa,,telestidae,18
animalia,cnidaria,anthozoa,,tetradiidae,27
animalia,cnidaria,anthozoa,,tetraporellidae,2
animalia,cnidaria,anthozoa,,theciidae,5
animalia,cnidaria,anthozoa,,timorphyllidae,8
animalia,cnidaria,anthozoa,,trachypsammiidae,2
animalia,cnidaria,anthozoa,,tryplasmatidae,34
animalia,cnidaria,anthozoa,,uraliniidae,3
animalia,cnidaria,anthozoa,,verbeekiellidae,8
animalia,cnidaria,anthozoa,,waagenophyllidae,29
animalia,cnidaria,anthozoa,,yatsengiidae,1
animalia,cnidaria,anthozoa,,zaphrentidae,685
animalia,cnidaria,anthozoa,,zaphrentoididae,11
animalia,cnidaria,anthozoa,actiniaria,,276
animalia,cnidaria,anthozoa,actiniaria,acontiophoridae,5
animalia,cnidaria,anthozoa,actiniaria,actinernidae,32
animalia,cnidaria,anthozoa,actiniaria,actiniidae,576
animalia,cnidaria,anthozoa,actiniaria,actinodendronidae,26
animalia,cnidaria,anthozoa,actiniaria,actinoscyphiidae,19
animalia,cnidaria,anthozoa,actiniaria,actinostolidae,131
animalia,cnidaria,anthozoa,actiniaria,aiptasiidae,47
animalia,cnidaria,anthozoa,actiniaria,aiptasiomorphidae,6
animalia,cnidaria,anthozoa,actiniaria,aliciidae,43
animalia,cnidaria,anthozoa,actiniaria,andresiidae,1
animalia,cnidaria,anthozoa,actiniaria,andvakiidae,6
animalia,cnidaria,anthozoa,actiniaria,andwakiidae,3
animalia,cnidaria,anthozoa,actiniaria,antipodactinidae,2
animalia,cnidaria,anthozoa,actiniaria,aurelianidae,8
animalia,cnidaria,anthozoa,actiniaria,bathyphellidae,8
animalia,cnidaria,anthozoa,actiniaria,boloceroididae,48
animalia,cnidaria,anthozoa,actiniaria,capneidae,11
animalia,cnidaria,anthozoa,actiniaria,condylanthidae,4
animalia,cnidaria,anthozoa,actiniaria,diadumenidae,33
animalia,cnidaria,anthozoa,actiniaria,edwardsiidae,138
animalia,cnidaria,anthozoa,actiniaria,exocoelactiidae,3
animalia,cnidaria,anthozoa,actiniaria,galatheanthemidae,3
animalia,cnidaria,anthozoa,actiniaria,gonactiniidae,7
animalia,cnidaria,anthozoa,actiniaria,halcampidae,38
animalia,cnidaria,anthozoa,actiniaria,halcampoididae,20
animalia,cnidaria,anthozoa,actiniaria,halcuriidae,5
animalia,cnidaria,anthozoa,actiniaria,haliactiidae,7
animalia,cnidaria,anthozoa,actiniaria,haliplanellidae,3
animalia,cnidaria,anthozoa,actiniaria,haloclavidae,50
animalia,cnidaria,anthozoa,actiniaria,homostichanthidae,6
animalia,cnidaria,anthozoa,actiniaria,hormathiidae,236
animalia,cnidaria,anthozoa,actiniaria,ilyanthidae,1
animalia,cnidaria,anthozoa,actiniaria,iosactiidae,1
animalia,cnidaria,anthozoa,actiniaria,isanthidae,5
animalia,cnidaria,anthozoa,actiniaria,isophelliidae,42
animalia,cnidaria,anthozoa,actiniaria,kadosactinidae,4
animalia,cnidaria,anthozoa,actiniaria,limnactiniidae,8
animalia,cnidaria,anthozoa,actiniaria,liponematidae,12
animalia,cnidaria,anthozoa,actiniaria,metridiidae,42
animalia,cnidaria,anthozoa,actiniaria,minyadidae,11
animalia,cnidaria,anthozoa,actiniaria,nemanthidae,6
animalia,cnidaria,anthozoa,actiniaria,paractidae,2
animalia,cnidaria,anthozoa,actiniaria,phymanthidae,31
animalia,cnidaria,anthozoa,actiniaria,preactiidae,5
animalia,cnidaria,anthozoa,actiniaria,ptychodactiidae,7
animalia,cnidaria,anthozoa,actiniaria,sagartiidae,138
animalia,cnidaria,anthozoa,actiniaria,sagartiomorphidae,4
animalia,cnidaria,anthozoa,actiniaria,stichodactylidae,57
animalia,cnidaria,anthozoa,actiniaria,stoichactidae,10
animalia,cnidaria,anthozoa,actiniaria,thalassianthidae,26
animalia,cnidaria,anthozoa,alcyonacea,,143
animalia,cnidaria,anthozoa,alcyonacea,acanthogorgiidae,171
animalia,cnidaria,anthozoa,alcyonacea,alcyoniidae,1075
animalia,cnidaria,anthozoa,alcyonacea,anthothelidae,171
animalia,cnidaria,anthozoa,alcyonacea,arulidae,1
animalia,cnidaria,anthozoa,alcyonacea,astrospiculariidae,6
animalia,cnidaria,anthozoa,alcyonacea,briareidae,63
animalia,cnidaria,anthozoa,alcyonacea,chrysogorgiidae,205
animalia,cnidaria,anthozoa,alcyonacea,clavulariidae,236
animalia,cnidaria,anthozoa,alcyonacea,coelogorgiidae,11
animalia,cnidaria,anthozoa,alcyonacea,coralliidae,73
